juno_address,cosmos_address,resp_amount,comment
juno1rr6e74ya0qya3lvunzwded5wytjs5g4tftekgj,cosmos1rr6e74ya0qya3lvunzwded5wytjs5g4tle6d0w,2,
juno1rrj25dqazekz9wne3f9wph4kx2gy7rx0xdwk9k,cosmos1rrj25dqazekz9wne3f9wph4kx2gy7rx0slddz2,2,
juno1rscztkkqmus9wemhxw3awufu2luyslr636dnzv,cosmos1rscztkkqmus9wemhxw3awufu2luyslr68gwg9s,12,
juno1rtaeh0gjfyku4ld4yhx87c40gumrna44rxmusz,cosmos1rtaeh0gjfyku4ld4yhx87c40gumrna4445c8h7,33,
juno1rtthrjf5aatwhlm57avpedesywk2svwnv362tn,cosmos1rtthrjf5aatwhlm57avpedesywk2svwn6re3v0,4,
juno1ruzzxpltnrskpvsv4dtk2v2pth7lezuvy8kg43,cosmos1ruzzxpltnrskpvsv4dtk2v2pth7lezuvj44njd,14,
juno1rwhcr3mhc60skls4km43ayjne8hj2d42jh5vgm,cosmos1rwhcr3mhc60skls4km43ayjne8hj2d42y9hh08,1,
juno1rwsak3umvdkyvahk9w4k0upx4w6d32pmmvfc79,cosmos1rwsak3umvdkyvahk9w4k0upx4w6d32pmd72ree,1,
juno1rwttsydaa3q9ezefr3vwmdh0k4w82s2fatefqq,cosmos1rwttsydaa3q9ezefr3vwmdh0k4w82s2fte6j8u,1,
juno1rxwnxskx7w9jjecfzjve35juw3qxughsap32d6,cosmos1rxwnxskx7w9jjecfzjve35juw3qxughstnj32x,1,
juno1ry3e3fvjn6e6276ym5kt8f0xr0padqtj9ycu4u,cosmos1ry3e3fvjn6e6276ym5kt8f0xr0padqtjnkm8jq,28,
juno1ry6y7upwhj8cjmsfrqw8g5xs0lyej926plyvh4,cosmos1ry6y7upwhj8cjmsfrqw8g5xs0lyej926hd8hsf,114,
juno1ryu0507zcwksygs4fw0pzc67zvl899hsqhgprl,cosmos1ryu0507zcwksygs4fw0pzc67zvl899hsk9t6yr,32,
juno1rz73s7ys2cx7753pne8j6dhtkkfw4eupaq04sq,cosmos1rz73s7ys2cx7753pne8j6dhtkkfw4euptjvwhu,2,
juno1rz9p7ccnpczakgmdkyrwajvjzaa2fsepv2mamp,cosmos1rz9p7ccnpczakgmdkyrwajvjzaa2fsep6ccxua,2,
juno1s0wltftrff7889rslyep8qvtqtsa33pser0kmx,cosmos1s0wltftrff7889rslyep8qvtqtsa33ps03vdu6,2,
juno1s25fg9d3skygsqsernffhacrj5ck5kevj4er3s,cosmos1s25fg9d3skygsqsernffhacrj5ck5kevy86ckv,2,
juno1s3dkaek6qxsfc50q22gydxes49y73r24rsgkvq,cosmos1s3dkaek6qxsfc50q22gydxes49y73r244ztdtu,1,
juno1s3f3ajl7pysy5sf6qg0teu3pf27mzkhnfuqkwz,cosmos1s3f3ajl7pysy5sf6qg0teu3pf27mzkhnlwrdf7,2,
juno1s3twkvrsud33c9y6vknsed955ct2438pn3e78x,cosmos1s3twkvrsud33c9y6vknsed955ct2438p9r69q6,11,
juno1s43g8xes662vgs43gmca9za3qrfv5ztrk408fg,cosmos1s43g8xes662vgs43gmca9za3qrfv5ztrq8vuw5,17,
juno1s46jmv3c05usk6yk50tyy8axc4t9rglrwrzzx3,cosmos1s46jmv3c05usk6yk50tyy8axc4t9rglrc3pepd,30,
juno1s48ea2c9wz46rslma5dfj9ttrsq6wkyj2ppzmt,cosmos1s48ea2c9wz46rslma5dfj9ttrsq6wkyjunzeuh,10,
juno1s49d0qgengsj6xwaqvhnsfrep3czs5v38gjr3a,cosmos1s49d0qgengsj6xwaqvhnsfrep3czs5v3363ckp,1,
juno1s4ktl3mxj7jntwk0egxlym6k6tz07nkezgfn8d,cosmos1s4ktl3mxj7jntwk0egxlym6k6tz07nke562gq3,100,
juno1s4n3y72em4wcyhvyfxyxnemdcmgepczkvsc267,cosmos1s4n3y72em4wcyhvyfxyxnemdcmgepczk6zm3az,12,
juno1s57xq9z42aeva8ahgrm7g6l6zzv3mvek2e0z3k,cosmos1s57xq9z42aeva8ahgrm7g6l6zzv3mvekutvek2,6,
juno1s59n4nhfkfrqhxdmvmzpprga9dc3qhnkgw6rlz,cosmos1s59n4nhfkfrqhxdmvmzpprga9dc3qhnk7uecc7,54,
juno1s5z672rlcfy596xvm3q2c4phfhg9pk70rghw64,cosmos1s5z672rlcfy596xvm3q2c4phfhg9pk704654af,2,
juno1s67dxfqx2wnhjpd4w27dw9cn734fa4l039tvze,cosmos1s67dxfqx2wnhjpd4w27dw9cn734fa4l08hgh99,1,
juno1s7u9yx8um2vjm9yu7zd9p6jjtjk88zh5tar3qt,cosmos1s7u9yx8um2vjm9yu7zd9p6jjtjk88zh5a0q28h,2,
juno1s85kaf9ptdlxt92c604ehkkyt2fx0xlwwp67fl,cosmos1s85kaf9ptdlxt92c604ehkkyt2fx0xlwcne9wr,40,
juno1s85srfkevtxk5vs3fr520ucrtgf7e9k3ua9n85,cosmos1s85srfkevtxk5vs3fr520ucrtgf7e9k320xgqg,33,
juno1sa7wp3n6c8f57wnw0z8vn9u73mlnrqj77mglhq,cosmos1sa7wp3n6c8f57wnw0z8vn9u73mlnrqj7gftysu,5,
juno1scekz7ucky8dl80m4phdj9c00r9wl75q4p9nvq,cosmos1scekz7ucky8dl80m4phdj9c00r9wl75qrnxgtu,8,
juno1scpw0fn0ysfzatxadkg47pw89z62842d2g3pwy,cosmos1scpw0fn0ysfzatxadkg47pw89z62842du6j6fc,54,
juno1sd65mekd5ydssdnmkfay49uv348l5m7pdjdpsz,cosmos1sd65mekd5ydssdnmkfay49uv348l5m7pmqw6h7,1,
juno1sdfke676jf59qxr0f97z5zsaefdm8fj4x4rm83,cosmos1sdfke676jf59qxr0f97z5zsaefdm8fj4s8qqqd,1,
juno1sdvn5txktcvdheywjy2antv5fzj6s2w97fzndxanm9vtl0ad2xcq9u8kz0,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,10,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1sdy2lhzh98xvv363da7xvg3jwlud9shcm2gagl,cosmos1sdy2lhzh98xvv363da7xvg3jwlud9shcdctx0r,15,
juno1sdyqpt0y29eg2fzse85cd7r0klahqufuhdgp2k,cosmos1sdyqpt0y29eg2fzse85cd7r0klahqufuplt6d2,4,
juno1se59s6ggvymfakve9qgnrk7qy3eyvmmx32832lyshftxwgnpfassugnlre,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,20,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1sefn0da30juv928gj4anarq27vqq73v45c6uvv,cosmos1sefn0da30juv928gj4anarq27vqq73v4z2e8ts,4,
juno1sep4dyhsefef2lwvv46l3enqz0rt8du4uadpaw,cosmos1sep4dyhsefef2lwvv46l3enqz0rt8du420w66j,2,
juno1sespexg9j5cgv5yhc8l7gle208ysx2jtevqyyz,cosmos1sespexg9j5cgv5yhc8l7gle208ysx2jt07rlr7,1,
juno1sfwnhw0vj79hlh7qm5lgpp2hulvd3v0760cy0v,cosmos1sfwnhw0vj79hlh7qm5lgpp2hulvd3v07vamlgs,5,
juno1sfzlj50c9qkrenz5dmp87qu2mhqvfeq8ffvp8d,cosmos1sfzlj50c9qkrenz5dmp87qu2mhqvfeq8lm06q3,4,
juno1sghqztvgjv3ug6ltpvvwwyhpt35u7hu8x9skc9,cosmos1sghqztvgjv3ug6ltpvvwwyhpt35u7hu8shndle,1,
juno1sh35m7n9f0g5ymnrlqfqsced80ltp7adf3p5aq,cosmos1sh35m7n9f0g5ymnrlqfqsced80ltp7adlrz06u,1,
juno1shlafutkdta27d8kf3td97menfrzmlw6he77xq,cosmos1shlafutkdta27d8kf3td97menfrzmlw6pta9pu,53,
juno1shwmzf4qdew5k04z3th3n2fy72g5mc4t99xlaf,cosmos1shwmzf4qdew5k04z3th3n2fy72g5mc4tnh9y64,1,
juno1shzaw9gf6p0u840gg2j0v63svjfngnf5wkumxq,cosmos1shzaw9gf6p0u840gg2j0v63svjfngnf5cylqpu,1,
juno1sj5zyq6pple07fsjfghy80wc0s38chrxdkn7g5,cosmos1sj5zyq6pple07fsjfghy80wc0s38chrxmys90g,3,
juno1sjmcezfpe424sm6ezdajy4zxlvft5vjqd5drzh,cosmos1sjmcezfpe424sm6ezdajy4zxlvft5vjqmxwc9t,35,
juno1skvp5ma3c5y7rvu6e0qe44k7f58es33y5je7kp,cosmos1skvp5ma3c5y7rvu6e0qe44k7f58es33yzq693a,2,
juno1sky2zq8un7a6ugupd3te5l2899fvxeu0kv3aja,cosmos1sky2zq8un7a6ugupd3te5l2899fvxeu0q7jx4p,2,
juno1slyquracx9k4ywf7ah9qhscyeppyaan9nrkqdt,cosmos1slyquracx9k4ywf7ah9qhscyeppyaan9934m2h,2,
juno1smq5tgpst86x7aawvvw05up6jnmygw4pz83qqh,cosmos1smq5tgpst86x7aawvvw05up6jnmygw4p54jm8t,27,
juno1smtvr5cal9rqez0fcdw4mnav06e7m6swaeawhv,cosmos1smtvr5cal9rqez0fcdw4mnav06e7m6swtt74ss,2,
juno1smuvz2w8cpejx4c55eug8fxqkvx3rpu5yshtl6,cosmos1smuvz2w8cpejx4c55eug8fxqkvx3rpu5jz5scx,2,
juno1smzvfp2j88wgz0sxrhh429dmh4mztsh3turw2m,cosmos1smzvfp2j88wgz0sxrhh429dmh4mztsh3awq4d8,4,
juno1sn8awjgcct7j28zzqh9rwjm8hjcttd43h2y0w8,cosmos1sn8awjgcct7j28zzqh9rwjm8hjcttd43pc85fm,1,
juno1sp26vxe6q9ld42uxs732d9ad67x2ujmz08nlw0,cosmos1sp26vxe6q9ld42uxs732d9ad67x2ujmze4syfn,1,
juno1sqepmg44fp65n8e29nedfmh4rcsvfwqkpw6q5y,cosmos1sqepmg44fp65n8e29nedfmh4rcsvfwqkhuemnc,3,
juno1sqlhk7heqrdgev0wsky5awzhfylq8fntu9cwj0,cosmos1sqlhk7heqrdgev0wsky5awzhfylq8fnt2hm44n,2,
juno1sr6we26zudse5670frh4m92yf7r0quzedz9vtv,cosmos1sr6we26zudse5670frh4m92yf7r0quzemsxhvs,2,
juno1srddyxjlrcptylkcfefv774jhhafsvu4zkrghp,cosmos1srddyxjlrcptylkcfefv774jhhafsvu45yqnsa,1,
juno1srermcnlupul0qhn6aqntfplu084rjvv6qvtq5,cosmos1srermcnlupul0qhn6aqntfplu084rjvvvj0s8g,1,
juno1sruspxazqr5llvpa93pkfa3pjctnfn5z8053tqmt5u7h39vzc6kqj7sarz,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,20,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1supusqk8n27vp3wqkuas68y4ej5zake6qz7dl3,cosmos1supusqk8n27vp3wqkuas68y4ej5zake6ksakcd,5,
juno1suw02nhxrg56ha02cw8waj8kxv5akq20f0x6w0,cosmos1suw02nhxrg56ha02cw8waj8kxv5akq20la9pfn,4,
juno1sv35gl582r94ppu4aqhmfkgfazt4tw2tzcgncs,cosmos1sv35gl582r94ppu4aqhmfkgfazt4tw2t52tglv,2,
juno1svd895fup5hqxlgttjrx428dswhlayh36lyrjc,cosmos1svd895fup5hqxlgttjrx428dswhlayh3vd8c4y,43,
juno1svu4pypkzujv0vwvdwyf9te8dnuw75fg42sceh,cosmos1svu4pypkzujv0vwvdwyf9te8dnuw75fgrcnr7t,30,
juno1swm3hdrxsghw2c5kasnntsyhekfv403fj8fugq,cosmos1swm3hdrxsghw2c5kasnntsyhekfv403fy4280u,20,
juno1sxv3cq7nha8sl8mx5qq85hxtm4aycpzw3ee9lz,cosmos1sxv3cq7nha8sl8mx5qq85hxtm4aycpzw8t67c7,11,
juno1sxxuvf0ck7duy7d8t6arnx49pllxwns4gzsh8a,cosmos1sxxuvf0ck7duy7d8t6arnx49pllxwns47snvqp,21,
juno1sy2gexpsnnjh787dz4ay5wh6rumyfywra5j37v,cosmos1sy2gexpsnnjh787dz4ay5wh6rumyfywrtx32es,26,
juno1syduk77fywqfd56ukj37hrhrplglj623ugnr48,cosmos1syduk77fywqfd56ukj37hrhrplglj62326scjm,1,
juno1symvw2n546mkmupd2n2a52tlg5tf4hpkuqvrh7,cosmos1symvw2n546mkmupd2n2a52tlg5tf4hpk2j0csz,8,
juno1sypqufzxkqqmul7g8f8xz0hjfkgsj9quu4ktpd,cosmos1sypqufzxkqqmul7g8f8xz0hjfkgsj9qu284sx3,149,
juno1t0ecereglhunkre2w9w4r92cw2n4he8hme6shh,cosmos1t0ecereglhunkre2w9w4r92cw2n4he8hdtetst,1,
juno1t2hc7kryqe43gtl736tk5dwj7w304hf3z3eslp,cosmos1t2hc7kryqe43gtl736tk5dwj7w304hf35r6tca,6,
juno1t2kthwldf2v74cawye7qapukncsdzk505fm72u,cosmos1t2kthwldf2v74cawye7qapukncsdzk50zmc9dq,63,
juno1t2w5dqeddvtptx8xly2e52lk789trw79p2hqem,cosmos1t2w5dqeddvtptx8xly2e52lk789trw79hc5m78,1,
juno1t42xgztw2ety5gleldmy3xxm4d7yz2e8aykc4n,cosmos1t42xgztw2ety5gleldmy3xxm4d7yz2e8tk4rj0,1,
juno1t4ajsf03xxaluraclwlw3qly55r2fpcgk2907t,cosmos1t4ajsf03xxaluraclwlw3qly55r2fpcgqcx5eh,1,
juno1t4v3h355vsvexz46nz6h9repmgxgfml85r78rc,cosmos1t4v3h355vsvexz46nz6h9repmgxgfml8z3auyy,10,
juno1t6ncn353j2dmaes34t7p2vgauuvh3xxapatp57,cosmos1t6ncn353j2dmaes34t7p2vgauuvh3xxah0g6nz,2,
juno1t7kggne7kpsrctfkau00cnkp4lu34u7f77k748,cosmos1t7kggne7kpsrctfkau00cnkp4lu34u7fgv49jm,33,
juno1t7t4ekh4ydmdpj2y9wdzcdzulu6w56hl9as3e4,cosmos1t7t4ekh4ydmdpj2y9wdzcdzulu6w56hln0n27f,30,
juno1t87pxktywfw8x2s7k9twzg7rfkntd432wvzckv,cosmos1t87pxktywfw8x2s7k9twzg7rfkntd432c7pr3s,2,
juno1t8c83d9t44t829pzjq9uxc9aq5kzf64xgfzxxz,cosmos1t8c83d9t44t829pzjq9uxc9aq5kzf64x7mpap7,199,
juno1t9zg9055adn7nma23rj9le3zs0dv4qujl4c48g,cosmos1t9zg9055adn7nma23rj9le3zs0dv4qujf8mwq5,3,
juno1ta8nyt27xuv856xslp504878etvndwqvf9qkjn,cosmos1ta8nyt27xuv856xslp504878etvndwqvlhrd40,11,
juno1tagjnhaflpzx9lmt3ppkza7rcmhuxputfshtvr,cosmos1tagjnhaflpzx9lmt3ppkza7rcmhuxputlz5stl,10,
juno1tavf9pe3fl94hpl37u08mwt6p5l3fn4wlwrmxa,cosmos1tavf9pe3fl94hpl37u08mwt6p5l3fn4wfuqqpp,33,
juno1tc0g95hygngqt4aqmlf0hn99q608su5z7wu8xp,cosmos1tc0g95hygngqt4aqmlf0hn99q608su5zgulupa,4,
juno1tdtt4pl9286aau8cemjyj6y0d2zzq6l5dpvkf8,cosmos1tdtt4pl9286aau8cemjyj6y0d2zzq6l5mn0dwm,2,
juno1tfsuj0qf4t08zgp506naegey99vcpaxald632z,cosmos1tfsuj0qf4t08zgp506naegey99vcpaxafle2d7,2,
juno1tg8he6zqlust7alpx5tq5fcmwm237xqg3562v9,cosmos1tg8he6zqlust7alpx5tq5fcmwm237xqg8xe3te,3,
juno1tge3c4wlvfhjcw5syaa62j28uy4xqxp95awj03,cosmos1tge3c4wlvfhjcw5syaa62j28uy4xqxp9z0dfgd,5,
juno1th0jfqn8k0vef72yej2yjv303ej0cwc7d054h0,cosmos1th0jfqn8k0vef72yej2yjv303ej0cwc7mahwsn,2,
juno1tj4e0swy6mx924g2l3f2lwn4cmxdc97rc0cvnx5r5m09l2ayvmpq906x78,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,10,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1tjhj40qm44mlsfnjk98lkwrsk6ff32ev0svq70,cosmos1tjhj40qm44mlsfnjk98lkwrsk6ff32evez0men,4,
juno1tjluw6j6vmrr059gmj8ry2jj8jf5rlafu58lvl,cosmos1tjluw6j6vmrr059gmj8ry2jj8jf5rlaf2xyytr,12,
juno1tkgyd0c0pjdxcu6f7z4h8g65whvdcsqhae6wsl,cosmos1tkgyd0c0pjdxcu6f7z4h8g65whvdcsqhtte4hr,5,
juno1tkycyv6lt7aedr828q0fdxh26vp7dtfuk09m7f,cosmos1tkycyv6lt7aedr828q0fdxh26vp7dtfuqaxqe4,25,
juno1tlkhrt874den98e0jed4qsamhf2r85ps0eknqx,cosmos1tlkhrt874den98e0jed4qsamhf2r85pset4g86,32,
juno1tn0s2f3kw5enteht6xur707kqygmuyntmx4udj,cosmos1tn0s2f3kw5enteht6xur707kqygmuyntd5k82w,1,
juno1tntu2c4g3zfsuplsjx00th08axf0a379cj6xcw,cosmos1tntu2c4g3zfsuplsjx00th08axf0a379wqealj,53,
juno1tp4qxazc9wz05t59f4mkjsxdl24hty4sx85u84,cosmos1tp4qxazc9wz05t59f4mkjsxdl24hty4ss4h8qf,3,
juno1tpq40jyuxunq032vj3jdmpw9lkqmv9fvkfv33a0822q5tfwqdwaslf0y8z,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,5,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1tqd2x5tpcn79vpm2xuvdcre7eltgkeecnvmh6x,cosmos1tqd2x5tpcn79vpm2xuvdcre7eltgkeec97cva6,50,
juno1tr523g053jer0wyg8lqj6nj38zkatcp552ttr9,cosmos1tr523g053jer0wyg8lqj6nj38zkatcp5zcgsye,15,
juno1tr729vz332v9xvdv5r2tw9yyr9gkf4w3au6hav,cosmos1tr729vz332v9xvdv5r2tw9yyr9gkf4w3twev6s,10,
juno1trygc5hp2djlw96d8arv5kmgt2wtn9xmnuluaq,cosmos1trygc5hp2djlw96d8arv5kmgt2wtn9xm9wu86u,2,
juno1ts7hx0z8kzyasrlpfht3snz3w4cpmf6zukr3xa,cosmos1ts7hx0z8kzyasrlpfht3snz3w4cpmf6z2yq2pp,2,
juno1tscjljrfdn6e8h4puqylm9glvp2sr37eypzd05,cosmos1tscjljrfdn6e8h4puqylm9glvp2sr37ejnpkgg,2,
juno1tsqa6h9r4hr672w97x526ezt6emj6q97la7d0p,cosmos1tsqa6h9r4hr672w97x526ezt6emj6q97f0akga,1,
juno1tsuf08eclefp98ztuat2remtum9l9t2ftx8w3q,cosmos1tsuf08eclefp98ztuat2remtum9l9t2fa5y4ku,6,
juno1ttntu5v6dkw2ldas4pt068vulvxkyeuq3lwq8h,cosmos1ttntu5v6dkw2ldas4pt068vulvxkyeuq8ddmqt,25,
juno1ttyj26vr8km9zvdkcppp52w7zmkyyhp76en5ss,cosmos1ttyj26vr8km9zvdkcppp52w7zmkyyhp7vts0hv,1,
juno1ttyy7fz35e8m83ypdujvlhrr39h2eesye0eesf,cosmos1ttyy7fz35e8m83ypdujvlhrr39h2eesy0a6zh4,2,
juno1tuxthqc8fgc6pjcfmarzrfgl2urmzdhj072frp,cosmos1tuxthqc8fgc6pjcfmarzrfgl2urmzdhjevfjya,3,
juno1tuz39ug3wq332u5w8nt4s9k59dp8aq24r5wzz5,cosmos1tuz39ug3wq332u5w8nt4s9k59dp8aq244xde9g,1,
juno1tv7yj943k0ae3vf4gm8v0fu47tz5485jmhwk02,cosmos1tv7yj943k0ae3vf4gm8v0fu47tz5485jd9ddgk,1,
juno1tvdl4e9lka08ngpwhywt3x2zlm3m68t3tg5upv,cosmos1tvdl4e9lka08ngpwhywt3x2zlm3m68t3a6h8xs,4,
juno1tvgqvwsf2raywnpxrftul06qsrxwkwwzmxgtk7,cosmos1tvgqvwsf2raywnpxrftul06qsrxwkwwzd5ts3z,1,
juno1twkls4pd2ezupa02xa8ef0qrrclnkhn6guthme,cosmos1twkls4pd2ezupa02xa8ef0qrrclnkhn67wgvu9,8,
juno1twqvfje4cegftpevuna3qxjs9hvul3xfusdpup,cosmos1twqvfje4cegftpevuna3qxjs9hvul3xf2zw6ma,5,
juno1twwvvrewx67799t0d2uh39a2hr5j2e6lytj58t,cosmos1twwvvrewx67799t0d2uh39a2hr5j2e6lje30qh,25,
juno1twyt308kpr3e5lxadllguzfz9mh4ny5zt9pcc3,cosmos1twyt308kpr3e5lxadllguzfz9mh4ny5zahzrld,5,
juno1tx7a968wpfnttvz3pnu82er7m90aukslpuvlpd,cosmos1tx7a968wpfnttvz3pnu82er7m90aukslhw0yx3,3,
juno1tyjvpuda2zguy5pwz2pdpa7zvr9lt4u0jezl03,cosmos1tyjvpuda2zguy5pwz2pdpa7zvr9lt4u0ytpygd,1,
juno1tz4qk2a9lasnah6av5wj6s9nfz2ydhrlsq0pnp,cosmos1tz4qk2a9lasnah6av5wj6s9nfz2ydhrlxjv65a,43,
juno1tzaz0kd2qv45ru2p7kunxrltn7pr2s6hrr24y4,cosmos1tzaz0kd2qv45ru2p7kunxrltn7pr2s6h43fwrf,3,
juno1tzcmpa08kfqhkpsc8fqjfl7dj8tyrwfp72830y,cosmos1tzcmpa08kfqhkpsc8fqjfl7dj8tyrwfpgcy2gc,2,
juno1tzjt2ypm4hejzqnav56jghnekqcufc9n86a0lv,cosmos1tzjt2ypm4hejzqnav56jghnekqcufc9n3g75cs,7,
juno1u043j3tvkq4u8w97096mve0hhsscr7yuv5ucq9,cosmos1u043j3tvkq4u8w97096mve0hhsscr7yu6xlr8e,30,
juno1u0v23axt4zlztdvjlt985dpw0y5zu3xepjek7k,cosmos1u0v23axt4zlztdvjlt985dpw0y5zu3xehq6de2,3,
juno1u36qa4gluu2drp89jj0978c2g7d9j607pyu7a4,cosmos1u36qa4gluu2drp89jj0978c2g7d9j607hkl96f,4,
juno1u3a6kuyhgtxsswzx2y283wctsgn5ns8wk5artm,cosmos1u3a6kuyhgtxsswzx2y283wctsgn5ns8wqx7cv8,8,
juno1u3m8fvs5k6rqrazhf6jkmwvlam2vqe8cuzyvfk,cosmos1u3m8fvs5k6rqrazhf6jkmwvlam2vqe8c2s8hw2,24,
juno1u4g6dcpckk4ydc90r7ag5sy09a24vs6mfupczn,cosmos1u4g6dcpckk4ydc90r7ag5sy09a24vs6mlwzr90,7,
juno1u5uq7880p0hwhl6x9rnw0r6f6yp58phjn3c05u,cosmos1u5uq7880p0hwhl6x9rnw0r6f6yp58phj9rm5nq,1,
juno1u7c9xesl3c8wfn7k7xyq9wxm3fur859962w9r7,cosmos1u7c9xesl3c8wfn7k7xyq9wxm3fur8599vcd7yz,7,
juno1u8nmj4c6tdeh8hg8e8vyffed4ehsglerw6t8aj,cosmos1u8nmj4c6tdeh8hg8e8vyffed4ehsglercggu6w,2,
juno1u9cf39y0j74xls874ek73gcmmzpufqpym4kma6,cosmos1u9cf39y0j74xls874ek73gcmmzpufqpyd84q6x,42,
juno1ua5wlm8lry0r48zlhxmr20zjnsm5v9p33k0vrt,cosmos1ua5wlm8lry0r48zlhxmr20zjnsm5v9p38yvhyh,2,
juno1uaqyz6xp5gazca9f92cm65y0zf72h8w3ejtlhep6r6dfvu5cj85q4cjkxa,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,20,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1uar7p2ecw208r2jj056nvh2kgz4myhkyhufjgyqclc8nqugquams6gc3at,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,40,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1uatgkqzd5ud0jmherfmex96wsmrc0zs5z78d5k,cosmos1uatgkqzd5ud0jmherfmex96wsmrc0zs55vykn2,1,
juno1ucexv9agj0zhd2dffkg006l3jzaxxgfdmdtd32,cosmos1ucexv9agj0zhd2dffkg006l3jzaxxgfddlgkkk,7,
juno1ucfvd9vadv4862l85ku6u9k6nxt3w538z439gy,cosmos1ucfvd9vadv4862l85ku6u9k6nxt3w53858j70c,1,
juno1ucjulqpzcehrvnl8g3pvxvekyegnp86rlmdd8m,cosmos1ucjulqpzcehrvnl8g3pvxvekyegnp86rffwkq8,18,
juno1udxu2yup6a03lr6qme97f2udnna30nxpese275,cosmos1udxu2yup6a03lr6qme97f2udnna30nxp0z63eg,30,
juno1uee9jc2thg6u9ern7zj3ssthnjdy4hmdvaj38u,cosmos1uee9jc2thg6u9ern7zj3ssthnjdy4hmd6032qq,6,
juno1uep5ka67gzrrulpvr8w77hqerx7eqkv92y6ksw,cosmos1uep5ka67gzrrulpvr8w77hqerx7eqkv9ukedhj,2,
juno1uf0y92lhvlrgx2eyauucuq2hf6gf7czgmh39ta,cosmos1uf0y92lhvlrgx2eyauucuq2hf6gf7czgd9j7vp,50,
juno1ufe43pdpd6vzc67znelffjc44zggd9as4c700c,cosmos1ufe43pdpd6vzc67znelffjc44zggd9asr2a5gy,3,
juno1ufkf6v4hf027y6r54570hrqkx0fx439p27plq0,cosmos1ufkf6v4hf027y6r54570hrqkx0fx439puvzy8n,1,
juno1ugquxpm9e3jqv48fvjlnhc073dt23rnd6tckk6,cosmos1ugquxpm9e3jqv48fvjlnhc073dt23rndvemd3x,8,
juno1ugyrcngz6ghnudmu4ecm0gdhfaq2hup2lkkdnr,cosmos1ugyrcngz6ghnudmu4ecm0gdhfaq2hup2fy4k5l,45,
juno1uhy0n40nkdcgvsvcgylnhemyuc9hhguprs96kk,cosmos1uhy0n40nkdcgvsvcgylnhemyuc9hhgup4zxp32,4,
juno1uj7xf8hzm2nxhqvwv3h7zhgypffr2ksw4mxx4q,cosmos1uj7xf8hzm2nxhqvwv3h7zhgypffr2kswrf9aju,14,
juno1ujc2kt26d3a0x7v92e5acfu952j228f2arumc0,cosmos1ujc2kt26d3a0x7v92e5acfu952j228f2t3lqln,85,
juno1ujxww8gte79ad5s4d0z9rfyyum4cmgj4qt4glk,cosmos1ujxww8gte79ad5s4d0z9rfyyum4cmgj4keknc2,2,
juno1um9k7x9ngte9vy983slrj7lp42xnpk0w9wn3gd,cosmos1um9k7x9ngte9vy983slrj7lp42xnpk0wnus203,7,
juno1umras5lyatyf3ps9vv4m33z2wchkmqj9jjzaaw,cosmos1umras5lyatyf3ps9vv4m33z2wchkmqj9yqpx6j,6,
juno1une72km0f89v3jche3je8k9c6wdg903mld9xjw,cosmos1une72km0f89v3jche3je8k9c6wdg903mflxa4j,4,
juno1unj62tw4e8s5qjk5fde6syragd5www0sfjylh73cn4tsc6tmwf7qqgv6mc,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,10,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1uplgauten46exm5693dflggdvvg9rpda4xv75n,cosmos1uplgauten46exm5693dflggdvvg9rpdar509n0,33,
juno1upmn99mg7g5zm9yw6hy47mpze4jnqw6slrv4zh,cosmos1upmn99mg7g5zm9yw6hy47mpze4jnqw6sf30w9t,4,
juno1uptyrrfdgds4phhx0gz6a7x0pjtccv42hszq6k,cosmos1uptyrrfdgds4phhx0gz6a7x0pjtccv42pzpma2,30,
juno1ur45nx7kv9fkd4da4gc64gff0lx2504gax5dpr,cosmos1ur45nx7kv9fkd4da4gc64gff0lx2504gt5hkxl,50,
juno1urghak7havcdp022uuxefep5vsu6l0ft5xumac,cosmos1urghak7havcdp022uuxefep5vsu6l0ftz5lq6y,4,
